product_info_id,product_code,group_product_id,group_product_name,product_name,short_description,file_path,product_info,specification,lifecare_price,power,weight,volume,group_name
36561,SMCTC000048,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 1 nút vuông - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/776/CÔNG TẮC CẢM ỨNG 1 NÚT VUÔNG - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)",542000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 1 nút vuông - 2 dây màu trắng"
31821,SMBDK000011,11761,"công tắc, ổ cắm thông minh",Bộ điều khiển trung tâm Home Controller (HC),"Trung tâm xử lý thế hệ mới AIO HC, sử dụng công nghệ xử lý tại biên đảm bảo tất cả các chức năng thông minh của căn nhà hoạt động bình thường ngay cả khi mất kết nối Internet.<br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 12VDC – 0.5A<br/>Nhiệt độ hoạt động 0oC ~ 50oC<br/>Độ ẩm hoạt động 0 – 95%<br/>Chuẩn kết nối Zigbee<br/>Kích thước (DxRxC) 120 x 80 x 24 mm<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/891/BỘ ĐIỀU KHIẾN TRUNG TÂM HOME CONTROLLER(HC).png,"Trung tâm xử lý thế hệ mới AIO HC, sử dụng công nghệ xử lý tại biên đảm bảo tất cả các chức năng thông minh của căn nhà hoạt động bình thường ngay cả khi mất kết nối Internet.<br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 12VDC – 0.5A<br/>Nhiệt độ hoạt động 0oC ~ 50oC<br/>Độ ẩm hoạt động 0 – 95%<br/>Chuẩn kết nối Zigbee<br/>Kích thước (DxRxC) 120 x 80 x 24 mm<br/>Bảo hành 24 tháng","điện áp hoạt động 12vdc – 0.5a
nhiệt độ hoạt động 0oc ~ 50oc
độ ẩm hoạt động 0 – 95%
chuẩn kết nối zigbee
kích thước (dxrxc) 120 x 80 x 24 mm
bảo hành 24 tháng",1042000,0,0.0,0.0,"công tắc, ổ cắm thông minh Bộ điều khiển trung tâm Home Controller (HC)"
37341,SMCTC000049,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 2 nút vuông - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/97/CÔNG TẮC CẢM ỨNG 2 NÚT VUÔNG - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)",569000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 2 nút vuông - 2 dây màu trắng"
40801,SMCBN000005,11761,"công tắc, ổ cắm thông minh",Cảm biến chuyển động kết nối Zigbee màu trắng,"Cảm biến chuyển động là thiết bị có chức năng phát hiện chuyển động, kết hợp với các thiết bị khác như: đèn, động cơ rèm, còi báo động... để tạo kịch bản an ninh và báo động tới chủ nhà.<br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 3 Pin AAA x 1.5V<br/>Nhiệt độ hoạt động -20°C ~ 45°C<br/>Độ ẩm hoạt động ≤90%RH (Không ngưng tụ)<br/>Vùng nhận diện tối đa 5m<br/>Góc nhận diện tối đa 120°<br/>Chuẩn kết nối Zigbee<br/>Chất liệu Nhựa PC<br/>Kích thước (DxRxC) 65 x 65 x 25 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/650/CẢM BIẾN CHUYỂN ĐỘNG KẾT NỐI ZIGBEE MÀU TRẮNG.png,"Cảm biến chuyển động là thiết bị có chức năng phát hiện chuyển động, kết hợp với các thiết bị khác như: đèn, động cơ rèm, còi báo động... để tạo kịch bản an ninh và báo động tới chủ nhà.<br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 3 Pin AAA x 1.5V<br/>Nhiệt độ hoạt động -20°C ~ 45°C<br/>Độ ẩm hoạt động ≤90%RH (Không ngưng tụ)<br/>Vùng nhận diện tối đa 5m<br/>Góc nhận diện tối đa 120°<br/>Chuẩn kết nối Zigbee<br/>Chất liệu Nhựa PC<br/>Kích thước (DxRxC) 65 x 65 x 25 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 3 pin aaa x 1.5v
nhiệt độ hoạt động -20°c ~ 45°c
độ ẩm hoạt động ≤90%rh (không ngưng tụ)
vùng nhận diện tối đa 5m
góc nhận diện tối đa 120°
chuẩn kết nối zigbee",315000,0,0.0,0.0,"công tắc, ổ cắm thông minh Cảm biến chuyển động kết nối Zigbee màu trắng"
40861,SMCBN000004,11761,"công tắc, ổ cắm thông minh",Cảm biến cửa kết nối zigbee màu trắng,"Cảm biến cửa là thiết bị gắn trên cửa ra vào giúp bảo vệ ngôi nhà của bạn, kết hợp với các thiết bị khác để kích hoạt kịch bản an ninh như: còi báo động và đèn báo động, rèm, đèn… Đồng thời cảnh báo đến chủ nhà qua smartphone khi phát hiện ngôi nhà bị đột nhập trái phép.<br/><br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 3V CR2032<br/>Nhiệt độ hoạt động -10oC ~ 50oC<br/>Độ ẩm hoạt động 0 ~ 95%<br/>Chuẩn kết nối Zigbee, Bluetooth Mesh<br/>Khoảng cách điều khiển tối đa 15m - 20m (tùy thuộc<br/>địa hình lắp đặt)<br/>Độ nhạy cảm biến (khoảng cách thanh cảm biến và thanh từ) ≤ 20mm<br/>Chất liệu Vỏ nhựa<br/>Kích thước thanh cảm biến (DxRxC) 52.5 x 26.5 x 13.5 mm<br/>Kích thước thanh từ (DxRxC) 25.5 x 12.5 x 13.5 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/861/CẢM BIẾN CỬA KẾT NỐI ZIGBEE  MÀU TRẮNG.png,"Cảm biến cửa là thiết bị gắn trên cửa ra vào giúp bảo vệ ngôi nhà của bạn, kết hợp với các thiết bị khác để kích hoạt kịch bản an ninh như: còi báo động và đèn báo động, rèm, đèn… Đồng thời cảnh báo đến chủ nhà qua smartphone khi phát hiện ngôi nhà bị đột nhập trái phép.<br/><br/><b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 3V CR2032<br/>Nhiệt độ hoạt động -10oC ~ 50oC<br/>Độ ẩm hoạt động 0 ~ 95%<br/>Chuẩn kết nối Zigbee, Bluetooth Mesh<br/>Khoảng cách điều khiển tối đa 15m - 20m (tùy thuộc<br/>địa hình lắp đặt)<br/>Độ nhạy cảm biến (khoảng cách thanh cảm biến và thanh từ) ≤ 20mm<br/>Chất liệu Vỏ nhựa<br/>Kích thước thanh cảm biến (DxRxC) 52.5 x 26.5 x 13.5 mm<br/>Kích thước thanh từ (DxRxC) 25.5 x 12.5 x 13.5 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 3v cr2032
nhiệt độ hoạt động -10oc ~ 50oc
độ ẩm hoạt động 0 ~ 95%
chuẩn kết nối zigbee, bluetooth mesh
khoảng cách điều khiển tối đa 15m - 20m (tùy thuộc
địa hình lắp đặt)
độ nhạy cảm biến (khoảng cách thanh cảm biến và thanh từ) ≤ 20mm",375000,0,0.0,0.0,"công tắc, ổ cắm thông minh Cảm biến cửa kết nối zigbee màu trắng"
37281,SMCTC000050,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 3 nút vuông - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/617/CÔNG TẮC CẢM ỨNG 3 NÚT VUÔNG - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Màu sắc Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)",607000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 3 nút vuông - 2 dây màu trắng"
31701,SMCTC000044,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 1 nút chữ nhật - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc Đen, Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/849/CÔNG TẮC CẢM ỨNG 1 NÚT CHỮ NHẬT - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc Đen, Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)
",548000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 1 nút chữ nhật - 2 dây màu trắng"
31704,SMCTC000047,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 4 nút chữ nhật - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/286/CÔNG TẮC CẢM ỨNG 4 NÚT CHỮ NHẬT - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)
",1254000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 4 nút chữ nhật - 2 dây màu trắng"
31703,SMCTC000046,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 3 nút chữ nhật - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/262/CÔNG TẮC CẢM ỨNG 3 NÚT CHỮ NHẬT - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)",602000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 3 nút chữ nhật - 2 dây màu trắng"
31702,SMCTC000045,11761,"công tắc, ổ cắm thông minh",Công tắc cảm ứng 2 nút chữ nhật - 2 dây màu trắng,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng",https://allinonemobile.congtrinhviettel.com.vn/static//input/mobile_images/2024/3/7/346/CÔNG TẮC CẢM ỨNG 2 NÚT CHỮ NHẬT - 2 DÂY MÀU TRĂNG.png,"<b>THÔNG SỐ KỸ THUẬT</b><br/>Điện áp hoạt động 100-250V / 50-60Hz<br/>Nhiệt độ hoạt động 0oC ~ 65oC<br/>Công suất chịu tải tối đa ≤ 700 W/Line<br/>Chuẩn kết nối Zigbee<br/>Khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)<br/><br/>Chất liệu<br/>Vỏ nhựa PC có khả năng chống cháy, Viền nhôm, Mặt kính được gia cường<br/>Kích thước (DxRxC) Vuông: 86 x 86 x 34 mm<br/>Chữ nhật: 120 x 72 x 34 mm<br/>Màu sắc: Trắng<br/>Bảo hành 24 tháng","
điện áp hoạt động 100-250v / 50-60hz
nhiệt độ hoạt động 0oc ~ 65oc
công suất chịu tải tối đa ≤ 700 w/line
chuẩn kết nối zigbee
khoảng cách điều khiển tối đa 15-20m (tùy thuộc địa hình lắp đặt)",569000,700,0.0,0.0,"công tắc, ổ cắm thông minh Công tắc cảm ứng 2 nút chữ nhật - 2 dây màu trắng"
